input_line,query_name,query_birth,query_death,query_state,chosen_memorial_url,chosen_memorial_id,parsed_name,parsed_birth,parsed_death,parsed_place,parsed_bio_snippet,match_score
West Florida Fuller Warren,West Florida Fuller Warren,,,,,,Western Warren (1822-1898) - Find a Grave Memorial,18,18,"Burial Dexter City Cemetery Jefferson Township , Noble County , Ohio , USA Add to Map Memorial ID 6755180 6755180",,0.238
Buddy Williams,Buddy Williams,,,,,,,,,,,0.000
Doctor C. H. Ryals,Doctor C H Ryals,,,,,,,,,,,0.000
Hamilton Allan Smith,Hamilton Allan Smith,,,,https://www.findagrave.com/memorial/145437395/hamilton-smith,145437395,Hamilton “Blake” Smith (1974-2015) - Find a Grave...,19,20,"Burial will follow in the Portales Cemetery with Christopher Smith, Richard Moore, Gary Edge, Brian Moore, Jody Moore and Derrick",,0.356
Pete Peterson,Pete Peterson,,,,,,,,,,,0.000
Florida‐Georgia,Florida‐Georgia,,,,,,,,,,,0.000
Lance Corporal Clemon 'Clyde' Alexander,Lance Corporal Clemon 'Clyde' Alexander,,,,https://www.findagrave.com/memorial/225560043/lance-charles-alexander,225560043,Lance Charles Alexander (1898-1978) - Find a Grave...,18,19,"Burial Crown Hill Cemetery and Mausoleum Twinsburg , Summit County , Ohio , USA Show Map GPS-Latitude",,0.317
Lester C. Lawrence,Lester C Lawrence,,,,,,,,,,,0.000
Richard H. Simpson,Richard H Simpson,,,,https://www.findagrave.com/memorial/218643079/richard-simpson,218643079,Richard Simpson (1855-1892) - Find a Grave...,18,18,"Burial Waverley Cemetery Bronte , Waverley Council , New South Wales , Australia Add to Map Plot W-9-GE-OR-1243 Memorial ID 218643079 218643079",,0.361
S. D. Clarke,S D Clarke,,,,,,,,,,,0.000
Apalachee,Apalachee,,,,,,,,,,,0.000
Kate Ireland,Kate Ireland,,,,,,,,,,,0.000
M. S. Thomas,M S Thomas,,,,,,M Thomas (unknown-1929) - Find a Grave Memorial,19,,"Burial Milton Valley Cemetery Berryville , Clarke County , Virginia , USA Add to Map Memorial ID 277136147 277136147",,0.200
Veterans,Veterans,,,,,,,,,,,0.000
Doolittle Raiders,Doolittle Raiders,,,,,,,,,,,0.000
Emerald Coast,Emerald Coast,,,,https://www.findagrave.com/memorial/56471178/sidney-burry,56471178,Sergeant Sidney George Burry (1885-1916) - Find a...,18,19,Cemetery Copy to clipboard Print Your Virtual Cemeteries Search Load More Create a Virtual Cemetery Type new virtual cemetery name Create Manage Virtual Cemeteries Done Report Abuse Are you sure that you want to report this flower to administrators as offensive or abusive,,0.287
Florida Arts,Florida Arts,,,,,,,,,,,0.000
James Gadsden,James Gadsden,,,,,,,,,,,0.000
Miracle Strip,Miracle Strip,,,,,,M. Addie Lee Stripling (1873-1961) - Find a Grave...,18,19,"Burial Yellow Leaf Cemetery Porterton , Lafayette County , Mississippi , USA Add to Map Memorial ID 41604613 41604613",,0.232
Pat Thomas,Pat Thomas,,,,,,,,,,,0.000
Senator Greg Evers,Senator Greg Evers,,,,,,PVT S. Everson (unknown-1862) - Find a Grave...,18,,"Burial Cave Hill National Cemetery Louisville , Jefferson County , Kentucky , USA Add to Map Plot Section A, Site 73 Memorial ID 3291105 3291105",,0.163
University of West Florida,University of West Florida,,,,,,,,,,,0.000
Veterans',Veterans',,,,,,,,,,,0.000
Veterans,Veterans,,,,,,,,,,,0.000
William D. 'Cooter' Douglass,William D 'Cooter' Douglass,,,,,,,,,,,0.000
Air Commando,Air Commando,,,,,,,,,,,0.000
Brian D. Little,Brian D Little,,,,https://www.findagrave.com/memorial/283738343/brian-little,283738343,Brian Little - Find a Grave Memorial,,,Burial Donaghmore CI,,0.325
Brigadier General Thomas 'Mark' Stogsdill,Brigadier General Thomas 'Mark' Stogsdill,,,,,,,,,,,0.000
C. G. Meigs,C G Meigs,,,,,,,,,,,0.000
Colonel Bud Day,Bud Day,,,,,,Bud Day (1906-1962) - Find a Grave Memorial,19,19,"Burial Brays-West London Cemetery London , Laurel County , Kentucky , USA Add to Map Memorial ID 7490301 7490301",,0.202
Cox,Cox,,,,,,,,,,,0.000
Danny Wuerffel,Danny Wuerffel,,,,,,,,,,,0.000
Deputies Skip York and Burt Lopez,Deputies Skip York and Burt Lopez,,,,,,D Lopez (1910-1982) - Find a Grave Memorial,19,19,"Burial Continental Cemetery Continental , Pima County , Arizona , USA Add to Map Memorial ID 25269346 25269346",,0.128
Harbor,Harbor,,,,,,,,,,,0.000
Hayward T. Hayes,Hayward T Hayes,,,,https://www.findagrave.com/memorial/159654752/hayward-harold-hayes,159654752,Hayward Harold Hayes (1921-1989) - Find a Grave...,19,19,"Burial Wallace Memorial Cemetery Clintonville , Greenbrier County , West Virginia , USA Add to Map Memorial ID 159654752 159654752",,0.319
James W. Lee,James W Lee,,,,,,,,,,,0.000
Jim Franklin,Jim Franklin,,,,,,,,,,,0.000
Lewis E. Turner,Lewis E Turner,,,,https://www.findagrave.com/memorial/36658410/lewis-turner,36658410,Lewis Turner (1835-1910) - Find a Grave Memorial,18,19,buried beside Robert and first wife,,0.274
Okaloosa,Okaloosa,,,,,,,,,,,0.000
Purple Heart,Purple Heart,,,,https://www.findagrave.com/memorial/56521045/p-hearty,56521045,Sgt P Hearty (unknown-1916) - Find a Grave...,19,,"Burial Flatiron Copse Cemetery Mametz , Departement de la Somme , Picardie , France Show Map GPS-Latitude",,0.336
Robert L. F. Sikes,Robert L F Sikes,,,,,,,,,,,0.000
Roger J. Clary,Roger J Clary,,,,,,,,,,,0.000
William H. 'Bill' Mapoles,William H 'Bill' Mapoles,,,,https://www.findagrave.com/memorial/161989210/william-reese-mapoles,161989210,William Reese Mapoles (1929-1982) - Find a Grave...,19,19,"Burial Floral Hills Memory Gardens Tucker , DeKalb County , Georgia , USA Add to Map Memorial ID 161989210 161989210",,0.470
William Nathey,William Nathey,,,,,,,,,,,0.000
William T. Marler,William T Marler,,,,https://www.findagrave.com/memorial/18658824/william-marler,18658824,William “Witt” Marler (1839-1863) - Find a Grave...,18,18,"buried in the Fannon Cemetery in Ava, Missouri",,0.365
Army Sergeant Daniel L. McCall,Army Sergeant Daniel L McCall,,,,,,,,,,,0.000
Navarre,Navarre,,,,,,,,,,,0.000
Sheriff Wendell Hall Highway,Sheriff Wendell Hall Highway,,,,,,,,,,,0.000
Whiting Field,Whiting Field,,,,,,,,,,,0.000
Williard Norris,Williard Norris,,,,,,W Norris - Find a Grave Memorial,,,cemetery to get the plot information and include it with your request,,0.231
Angus Morrison,Angus Morrison,,,,,,,,,,,0.000
Arthur L. Andrews,Arthur L Andrews,,,,,,,,,,,0.000
Gretchen Evans,Gretchen Evans,,,,https://www.findagrave.com/memorial/40522772/gretchen-evans,40522772,Gretchen Smith Evans (1912-1985) - Find a Grave...,19,19,"Burial Decatur Cemetery Decatur , Adams County , Indiana , USA Add to Map Memorial ID 40522772 40522772",,0.325
Clyde B. Wells,Clyde B Wells,,,,,,,,,,,0.000
Henry Koerber,Henry Koerber,,,,https://www.findagrave.com/memorial/204683080/henry-koerber,204683080,Henry Koerber (unknown-1933) - Find a Grave...,19,,"Burial Forest Lawn Buffalo , Erie County , New York , USA Add to Map Plot Section 20 lot 74 Memorial ID 204683080 204683080",,0.331
Olan Rex Ferguson,Olan Rex Ferguson,,,,,,,,,,,0.000
The Beach,The Beach,,,,,,,,,,,0.000
Veteran's,Veteran's,,,,,,,,,,,0.000
Ben G. Watts,Ben G Watts,,,,,,Ben Watts (1982-2013) - Find a Grave Memorial,19,20,"Burial Carlton Cemetery Nottingham , Nottingham Unitary Authority , Nottinghamshire , England Add to Map Plot A7C, 745 Memorial ID 222569783 222569783",,0.229
David J. Cook,David J Cook,,,,,,,,,,,0.000
John Creel,John Creel,,,,,,,,,,,0.000
Judge Perry Wells,Perry Wells,,,,https://www.findagrave.com/memorial/238348815/perry-wells,238348815,Perry Wells (1870-1870) - Find a Grave Memorial,18,18,cemetery records show Perry Wells,,0.270
Lonnie Weeks,Lonnie Weeks,,,,,,,,,,,0.000
Ralph C. Carter,Ralph C Carter,,,,,,,,,,,0.000
Vernon,Vernon,,,,,,Charles Cleaver Jr. (1814-1893) - Find a Grave...,18,18,"Burial Oak Woods Cemetery Chicago , Cook County , Illinois , USA Show Map GPS-Latitude",,0.113
Nona and Popa,Nona and Popa,,,,,,,,,,,0.000
Burl Marler Walkway,Burl Marler Walkway,,,,,,,,,,,0.000
Ann Kolb Tree Path,Ann Kolb Tree Path,,,,,,,,,,,0.000
Commodore Brook,Commodore Brook,,,,https://www.findagrave.com/memorial/139521058/commodore-rudolph-brooks,139521058,Commodore Rudolph “C D” Brooks (1887-1982) - Find...,18,19,"Burial Big Hill Cemetery Mooresburg , Hawkins County , Tennessee , USA Add to Map Memorial ID 139521058 139521058",,0.342
Dave Turner,Dave Turner,,,,,,,,,,,0.000
Davie,Davie,,,,,,D C Davie (unknown-1888) - Find a Grave Memorial,18,,"Burial Philipsburg Cemetery Philipsburg , Granite County , Montana , USA Add to Map Memorial ID 130560542 130560542",,0.135
Deputy Ryan Sequin,Deputy Ryan Sequin,,,,,,,,,,,0.000
Dwight L. Rogers,Dwight L Rogers,,,,https://www.findagrave.com/memorial/121946412/dwight-rogers,121946412,Dwight Rogers (1940-2013) - Find a Grave Memorial,19,20,"Burial Cleveland Memorial Park Shelby , Cleveland County , North Carolina , USA Add to Map Memorial ID 121946412 121946412",,0.286
"E. Clay Shaw, Jr.",E Clay Shaw Jr,,,,,,,,,,,0.000
Henry E. Kinney Tunnel,Henry E Kinney Tunnel,,,,,,,,,,,0.000
J. D. Butler,J D Butler,,,,,,J Butler (1898-1898) - Find a Grave Memorial,18,18,"Burial Baldwin Cemetery Steelton , Dauphin County , Pennsylvania , USA Add to Map Plot Single Grave Memorial ID 78645863 78645863",,0.212
Marina Mile,Marina Mile,,,,,,,,,,,0.000
Pembroke Park,Pembroke Park,,,,,,P. U. Park (1885-1933) - Find a Grave Memorial,18,19,"Burial O'ahu Cemetery Honolulu , Honolulu County , Hawaii , USA Add to Map Plot Section 12 Memorial ID 124758141 124758141",,0.150
S. C. Fox,S C Fox,,,,,,,,,,,0.000
Seminole,Seminole,,,,,,,,,,,0.000
The Barefoot Mailman,The Barefoot Mailman,,,,,,,,,,,0.000
Trinchitella,Trinchitella,,,,,,,,,,,0.000
Trooper Donald Earl Jennings,Donald Earl Jennings,,,,,,,,,,,0.000
Trooper Stephen G. Rouse,Stephen G Rouse,,,,https://www.findagrave.com/memorial/244381762/stephen-rouse,244381762,Stephen Rouse (unknown-1975) - Find a Grave...,19,,"Burial Springvale Botanical Cemetery Springvale , City of Greater Dandenong , Victoria , Australia Add to Map Plot Cremated remains scattered at cemetery Memorial ID 244381762 244381762",,0.319
West Park,West Park,,,,,,,,,,,0.000
Alma Lee Loy,Alma Lee Loy,,,,,,,,,,,0.000
James H. Pruitt,James H Pruitt,,,,https://www.findagrave.com/memorial/82319950/james-pruitt,82319950,James “Jim” Pruitt (1926-1996) - Find a Grave...,19,19,"Burial Hill Haven Memory Gardens Monroe , Walton County , Georgia , USA Add to Map Memorial ID 82319950 82319950",,0.325
Merrill P. Barber,Merrill P Barber,,,,,,,,,,,0.000
Richard Raczkoski,Richard Raczkoski,,,,,,,,,,,0.000
Robert C. Spillman,Robert C Spillman,,,,https://www.findagrave.com/memorial/68566402/robert-spillman,68566402,Robert Spillman (1899-1944) - Find a Grave...,18,19,"Burial Mapleton Cemetery Mapleton , Bourbon County , Kansas , USA Add to Map Memorial ID 68566402 68566402",,0.361
Robert W. Graves,Robert W Graves,,,,,,,,,,,0.000
Wabasso,Wabasso,,,,,,,,,,,0.000
A. O. Kanner,A O Kanner,,,,,,,,,,,0.000
Big John Monahan,Big John Monahan,,,,https://www.findagrave.com/memorial/13792638/marshall-caddy,13792638,SSG Marshall Hugh Caddy (1977-2004) - Find a Grave...,19,20,Cemetery Memorial Photos 7 Flowers 1939 Photo added by Elizabeth Reed Add Photos Request Photo Adding photos to this memorial is not allowed,,0.299
Ernest F. Lyons,Ernest F Lyons,,,,,,,,,,,0.000
"Evans Crary, Sr.",Evans Crary Sr,,,,https://www.findagrave.com/memorial/16705535/william-mccarty,16705535,Rev William Franklin Sanders “Sam” McCarty...,19,,Cemetery Memorial Photos 6 Flowers 266 Photo added by Mike McCarty Add Photos Request Photo Adding photos to this memorial is not allowed,,0.391
Frank A. Wacha,Frank A Wacha,,,,,,,,,,,0.000
Gaines,Gaines,,,,,,,,,,,0.000
Palm City,Palm City,,,,,,,,,,,0.000
Dan McCarty,Dan McCarty,,,,https://www.findagrave.com/memorial/35190416/dan-mccarty,35190416,Dan McCarty (1889-1965) - Find a Grave Memorial,18,19,"Burial Cross Plains Memorial Park Cross Plains , Callahan County , Texas , USA Add to Map Plot Section D, Row 11, Grave 20 Memorial ID 35190416 35190416",,0.270
Military,Military,,,,,,,,,,,0.000
Stan Mayfield,Stan Mayfield,,,,,,,,,,,0.000
Thomas E. Will,Thomas E Will,,,,https://www.findagrave.com/memorial/93740248/thomas-will,93740248,Thomas Will (1824-1894) - Find a Grave Memorial,18,18,"Burial Charles Evans Cemetery Reading , Berks County , Pennsylvania , USA Show Map GPS-Latitude",,0.260
Ben Sunday,Ben Sunday,,,,,,,,,,,0.000
Carlin White,Carlin White,,,,https://www.findagrave.com/memorial/49362500/carlin-hamlin-whitesell,49362500,LTC Carlin Hamlin Whitesell (1884-1949) - Find a...,18,19,"Burial Arlington National Cemetery Arlington , Arlington County , Virginia , USA Add to Map Plot Sec",,0.284
Glynn Mayo,Glynn Mayo,,,,,,,,,,,0.000
Haven M. Ashe,Haven M Ashe,,,,,,H Keith Ashe (1963-unknown) - Find a Grave...,19,,"Burial New Hope Baptist Church Cemetery Webster , Jackson County , North Carolina , USA Add to Map Memorial ID 112674819 112674819",,0.186
Jack L. Saunders,Jack L Saunders,,,,,,,,,,,0.000
Jerry Thomas,Jerry Thomas,,,,,,,,,,,0.000
L. E. Buie,L E Buie,,,,,,Labertha A. Buie (1924-2021) - Find a Grave...,19,20,"Burial Beechwood Cemetery Durham , Durham County , North Carolina , USA Show Map GPS-Latitude",,0.202
Moroso,Moroso,,,,,,,,,,,0.000
North Ocean,North Ocean,,,,,,,,,,,0.000
PGA,PGA,,,,,,,,,,,0.000
Purple Heart,Purple Heart,,,,,,,,,,,0.000
Richard E. 'Pete' Damon,Richard E 'Pete' Damon,,,,https://www.findagrave.com/memorial/269489974/richard-damon,269489974,Richard Damon (unknown-1745) - Find a Grave...,,,Burial St,,0.291
Richard Jason Randolph,Richard Jason Randolph,,,,,,,,,,,0.000
Robert A. Harris,Robert A Harris,,,,https://www.findagrave.com/memorial/241294068/robert-harris,241294068,Robert Harris (1914-1993) - Find a Grave Memorial,19,19,"Burial Delaware Cemetery Live Oak , Suwannee County , Florida , USA Add to Map Memorial ID 241294068 241294068",,0.436
Tom and Marian Lewis,Tom and Marian Lewis,,,,,,,,,,,0.000
D. H. 'Banty' Saunders,D H 'Banty' Saunders,,,,,,,,,,,0.000
Peter P. Cobb,Peter P Cobb,,,,,,Peter Cobb (1834-1914) - Find a Grave Memorial,18,19,"cemetery marker has his birth on September 3, 1934 and his death on February 21,",,0.245
C. Sweet Smith,C Sweet Smith,,,,,,,,,,,0.000
Challenger,Challenger,,,,,,,,,,,0.000
Columbia,Columbia,,,,,,,,,,,0.000
Dr. W. J. Creel,W J Creel,,,,,,W Loyd Creel (1903-1905) - Find a Grave Memorial,19,19,"Burial Shortneck John Williams Cemetery Tifton , Tift County , Georgia , USA Add to Map Memorial ID 136127396 136127396",,0.200
Emory Bennett,Emory Bennett,,,,,,,,,,,0.000
Ernest Kouwen‐Hoven,Ernest Kouwen‐Hoven,,,,,,,,,,,0.000
Harry T. and Harriette V. Moore,Harry T and Harriette V Moore,,,,,,Harry Moore (1879-1934) - Find a Grave Memorial,18,19,"Burial Old Bethel Primitive Baptist Church Cemetery Statesboro , Bulloch County , Georgia , USA Add to Map Memorial ID 214298366 214298366",,0.201
Hubert Humphrey,Hubert Humphrey,,,,,,,,,,,0.000
Jack I. Korenbilt,Jack I Korenbilt,,,,,,,,,,,0.000
Johnson‐Grogan,Johnson‐Grogan,,,,,,,,,,,0.000
Max K. Rodes Bridge and,Max K Rodes Bridge and,,,,,,Max Andacht (unknown-1939) - Find a Grave Memorial,19,,"Burial Mount Carmel Cemetery Commerce , Los Angeles County , California , USA Add to Map Memorial ID 136968074 136968074",,0.136
Patrick D. Smith,Patrick D Smith,,,,,,,,,,,0.000
Purple Heart,Purple Heart,,,,,,,,,,,0.000
Robert W. Graves,Robert W Graves,,,,https://www.findagrave.com/memorial/210533341/robert-graves,210533341,Robert Graves (1931-1931) - Find a Grave Memorial,19,19,Burial Date,,0.286
U.S. Army Sergeant Robert Daniel Sanchez,US Army Sergeant Robert Daniel Sanchez,,,,,,,,,,,0.000
U.S. Marine Corps Corporal Dustin Schrage,US Marine Corps Corporal Dustin Schrage,,,,,,,,,,,0.000
Willard Peebles,Willard Peebles,,,,,,,,,,,0.000
Deputy Charles 'Chuck' Sease,Deputy Charles 'Chuck' Sease,,,,,,,,,,,0.000
Hollands,Hollands,,,,,,,,,,,0.000
Moody,Moody,,,,,,M J Moody (1938-2019) - Find a Grave Memorial,19,20,"Burial Oak Ridge Cemetery Dardanelle , Yell County , Arkansas , USA Add to Map Memorial ID 236364725 236364725",,0.144
Veterans,Veterans,,,,,,,,,,,0.000
A. Slater Cox,A Slater Cox,,,,,,A Cox - Find a Grave Memorial,,,"Cemetery and Crematorium Plymouth , Plymouth Unitary Authority , Devon , England Add to Map Memorial ID 278907486 278907486",,0.167
Astor,Astor,,,,,,,,,,,0.000
"Captain Jim Reynolds, Jr., USAF 'Malibu'",Jim Reynolds Jr USAF 'Malibu',,,,,,,,,,,0.000
Deputy Wayne Koester,Deputy Wayne Koester,,,,,,,,,,,0.000
Johnny C. Treadwell,Johnny C Treadwell,,,,https://www.findagrave.com/memorial/206766858/johnny-christopher-treadwell,206766858,Johnny Christopher Treadwell (1920-1994) - Find a...,19,19,"Burial Beaver Hill Cemetery Edenton , Chowan County , North Carolina , USA Add to Map Memorial ID 206766858 206766858",,0.377
Major Claude A. Gnann,Claude A Gnann,,,,,,,,,,,0.000
"Private Robert M. McTureous, Jr., U.S.M.C., Medal of Honor",Robert M McTureous Jr USMC Medal of Honor,,,,,,Robert Gene Honor (1930-2004) - Find a Grave...,19,20,"Burial Oak Grove Cemetery Glennville , Kern County , California , USA Add to Map Memorial ID 24405699 24405699",,0.244
Richey‐Simpson,Richey‐Simpson,,,,,,,,,,,0.000
Sgt. Frederico G. Borjas,Frederico G Borjas,,,,,,,,,,,0.000
Tera Ross,Tera Ross,,,,,,,,,,,0.000
Abshier,Abshier,,,,,,,,,,,0.000
Alec P. Courtelis,Alec P Courtelis,,,,,,,,,,,0.000
Angela Simone Santos,Angela Simone Santos,,,,https://www.findagrave.com/memorial/263662221/angela-santos,263662221,Angela Santos (1951-2018) - Find a Grave Memorial,19,20,"Burial New Hope Cemetery Cambridge , Waterloo Regional Municipality , Ontario , Canada Add to Map Memorial ID 263662221 263662221",,0.264
Armand and Perry Lovell,Armand and Perry Lovell,,,,,,,,,,,0.000
Bernard Castro,Bernard Castro,,,,,,,,,,,0.000
Dr. John M. Haile,John M Haile,,,,,,John Haile (unknown-1740) - Find a Grave Memorial,,,buried on the 19th December 1740,,0.232
James C. Cunningham,James C Cunningham,,,,,,,,,,,0.000
Jane Yongue Wood,Jane Yongue Wood,,,,,,Jane Wood (1805-1845) - Find a Grave Memorial,18,18,Burial St,,0.209
Judge William T. Swigert,William T Swigert,,,,,,,,,,,0.000
Julius James & Family,Julius James & Family,,,,,,,,,,,0.000
Kenneth H. 'Buddy' MacKay and Jim H. Williams,Kenneth H 'Buddy' MacKay and Jim H Williams,,,,https://www.findagrave.com/memorial/158494938/kenneth-williams,158494938,Kenneth Williams (1927-2016) - Find a Grave...,19,20,"Burial New Zion Baptist Church Cemetery Athens , McMinn County , Tennessee , USA Show Map GPS-Latitude",,0.263
Leon B. Thrasher,Leon B Thrasher,,,,https://www.findagrave.com/memorial/88862592/leon-brooks-thrasher,88862592,Leon Brooks “Skeet” Thrasher (1891-1991) - Find a...,18,19,"Burial Micanopy Historic Cemetery Micanopy , Alachua County , Florida , USA Add to Map Plot A-195 Memorial ID 88862592 88862592",,0.492
"Lt. Colonel Robert T. Heagy, Jr.",Colonel Robert T Heagy Jr,,,,https://www.findagrave.com/memorial/5009992/roy-harrison,5009992,S2 Roy Floyd Harrison (1926-1944) - Find a Grave...,19,19,Cemetery of the Pacific Memorial Photos 7 Flowers 1141 Photo added by Anonymous Add Photos Request Photo Adding photos to this memorial is not allowed,,0.284
McCall/Custureri,McCall/Custureri,,,,,,Rev Margaret Mable “Maggie” LaBarre (1880-1958) -...,18,19,Cemetery and Crematorium Memorial Photos 9 Flowers 199 Photo added by Juliane Montgomery,,0.240
Mike Stavola,Mike Stavola,,,,https://www.findagrave.com/memorial/58443405/mike-stavola,58443405,Mike Stavola (unknown-1935) - Find a Grave...,19,,"Burial Eloise Cemetery Eloise , Wayne County , Michigan , USA Add to Map Memorial ID 58443405 58443405",,0.318
Nathan Mayo,Nathan Mayo,,,,https://www.findagrave.com/memorial/224494057/nathan-mayo,224494057,Nathan Mayo (1806-1871) - Find a Grave Memorial,18,18,Burial Burial Details Unknown Memorial ID 224494057 224494057,,0.270
"O. D. 'Buddy' Huff, Jr.",O D 'Buddy' Huff Jr,,,,,,SGT Thomas Henry Davis (1907-1982) - Find a Grave...,19,19,"Burial Craig Memorial Park Saint Augustine , St",,0.170
Otis Beckford,Otis Beckford,,,,,,,,,,,0.000
R. N. 'Bert' Dosh,R N 'Bert' Dosh,,,,,,,,,,,0.000
Rainbow Springs,Rainbow Springs,,,,,,,,,,,0.000
Ray & Davidson,Ray & Davidson,,,,,,,,,,,0.000
"Reverend Frank George Pinkston, Sr.",Frank George Pinkston Sr,,,,,,,,,,,0.000
Wallace E. Sturgis,Wallace E Sturgis,,,,,,,,,,,0.000
Willard Ayres,Willard Ayres,,,,,,,,,,,0.000
William Hamilton Rutherford,William Hamilton Rutherford,,,,,,,,,,,0.000
"William V. Chappell, Jr.",William V Chappell Jr,,,,,,,,,,,0.000
Campbell Thornal,Campbell Thornal,,,,,,,,,,,0.000
Carl G. Rose,Carl G Rose,,,,,,,,,,,0.000
Central Florida,Central Florida,,,,,,,,,,,0.000
Dana F. Fuquay,Dana F Fuquay,,,,,,,,,,,0.000
Daniel Webster,Daniel Webster,,,,,,,,,,,0.000
Francis L. Dade,Francis L Dade,,,,https://www.findagrave.com/memorial/68360380/francis-dade,68360380,Francis “Frankie” Ovington Dade (1802-1901) - Find...,18,19,Burial Burial Details Unknown,,0.296
Getzen,Getzen,,,,,,,,,,,0.000
Howard E. Futch,Howard E Futch,,,,https://www.findagrave.com/memorial/106809730/howard-everett-futch,106809730,Howard Everett Futch (1905-1965) - Find a Grave...,19,19,"Burial Jacksonville Memory Gardens Orange Park , Clay County , Florida , USA Add to Map Memorial ID 106809730 106809730",,0.475
Irlo Bronson,Irlo Bronson,,,,,,,,,,,0.000
Kennedy Space Center,Kennedy Space Center,,,,,,,,,,,0.000
Martin Andersen Beachline,Martin Andersen Beachline,,,,,,,,,,,0.000
Perkins,Perkins,,,,,,,,,,,0.000
Rosa Parks,Rosa Parks,,,,https://www.findagrave.com/memorial/176292599/rosa-parks,176292599,Rosa Parks (1900-1995) - Find a Grave Memorial,19,19,"Burial Manson Missionary Baptist Cemetery Manson , Warren County , North Carolina , USA Add to Map Memorial ID 176292599 176292599",,0.255
Sanlando Springs,Sanlando Springs,,,,,,,,,,,0.000
Semoran,Semoran,,,,,,,,,,,0.000
Seville‐Bunnell,Seville‐Bunnell,,,,,,,,,,,0.000
Space Coast,Space Coast,,,,,,,,,,,0.000
Anelie Cadet,Anelie Cadet,,,,,,,,,,,0.000
Arnold Palmer,Arnold Palmer,,,,https://www.findagrave.com/memorial/246862452/arnold-palmer,246862452,Arnold Palmer (unknown-1892) - Find a Grave...,18,,"Burial Yardley Cemetery and Crematorium Birmingham , Metropolitan Borough of Birmingham , West Midlands , England Add to Map Memorial ID 246862452 246862452",,0.331
Edna S. Hargrett‐Thrower,Edna S Hargrett‐Thrower,,,,,,,,,,,0.000
"Edward Daniel Davis, Sr.",Edward Daniel Davis Sr,,,,,,,,,,,0.000
"Fred N. Dunn, Sr.",Fred N Dunn Sr,,,,,,Fred Srackangast (1890-1974) - Find a Grave...,18,19,"Burial Arlington Hill Cemetery Bangor , Van Buren County , Michigan , USA Add to Map Memorial ID 22098677 22098677",,0.175
James B. Green,James B Green,,,,,,,,,,,0.000
John Young,John Young,,,,https://www.findagrave.com/memorial/71994904/john-young,71994904,John Young (1812-1886) - Find a Grave Memorial,18,18,"Burial Ebenezer Cemetery Meigsville Township , Morgan County , Ohio , USA Add to Map Memorial ID 71994904 71994904",,0.255
"Martin L. King, Jr.,",Martin L King Jr,,,,,,,,,,,0.000
Old Apopka Road,Old Apopka Road,,,,,,,,,,,0.000
"Robert Pittman, Jr.,",Robert Pittman Jr,,,,,,Marguerite Lucille Newman Krapu (1912-1999) - Find...,19,19,"Burial Hillside Cemetery Fessenden , Wells County , North Dakota , USA Add to Map Memorial ID 113472851 113472851",,0.210
Senator Richard H. Langley,Senator Richard H Langley,,,,,,,,,,,0.000
Spessard L. Holland,Spessard L Holland,,,,https://www.findagrave.com/memorial/161930113/spessard-lindsey-holland,161930113,Spessard Lindsey Holland Jr. (1921-1989) - Find a...,19,19,"Burial Florida Memorial Gardens Rockledge , Brevard County , Florida , USA Show Map GPS-Latitude",,0.534
Veterans,Veterans,,,,,,,,,,,0.000
William B. McGee,William B McGee,,,,https://www.findagrave.com/memorial/206458208/william-mcgee,206458208,William McGee (1737-1822) - Find a Grave Memorial,18,,Burial Green burial,,0.286
Kings,Kings,,,,,,,,,,,0.000
Officer Matthew Baxter,Matthew Baxter,,,,https://www.findagrave.com/memorial/13626684/matthew-baxter,13626684,Matthew Baxter (1837-1904) - Find a Grave Memorial,18,19,"Burial Old Swedes Churchyard Wilmington , New Castle County , Delaware , USA Add to Map Plot Lot 161 Memorial ID 13626684 13626684",,0.308
"Sergeant Richard Sam Howard, III",Richard Sam Howard III,,,,,,,,,,,0.000
Robert Guevara,Robert Guevara,,,,,,,,,,,0.000
Senator N. Ray Carroll,Senator N Ray Carroll,,,,,,Rev Fr S Carroll (unknown-1997) - Find a Grave...,19,,"Burial Missionary Oblates of Mary Immaculate Cemetery Dublin , County Dublin , Ireland Add to Map Plot Plot 18D Memorial ID 211468564 211468564",,0.231
Hamilton Disston,Hamilton Disston,,,,,,,,,,,0.000
C. A. 'Bill' Benedict,C A 'Bill' Benedict,,,,https://www.findagrave.com/memorial/78298568/c-h-benedict,78298568,C H Benedict (unknown-1911) - Find a Grave...,19,,buried 16 Jan 1911 per register,,0.265
George C. Means,George C Means,,,,,,,,,,,0.000
Korean War Veterans,Korean War Veterans,,,,,,,,,,,0.000
Seminole,Seminole,,,,,,,,,,,0.000
"Sidney O. Chase, Jr.",Sidney O Chase Jr,,,,,,,,,,,0.000
"William A. Kratzert, Sr.",William A Kratzert Sr,,,,https://www.findagrave.com/memorial/169131590/william-allen-srack,169131590,William Allen Srack Jr. (1955-2016) - Find a Grave...,19,20,Burial Burial Details Unknown Memorial ID 169131590 169131590,,0.260
Florida Veterans,Florida Veterans,,,,,,,,,,,0.000
John M. Hammer,John M Hammer,,,,https://www.findagrave.com/memorial/242293165/john-hammer,242293165,John Hammer (1871-1956) - Find a Grave Memorial,18,19,"Buried March 28, 1956 at Calvary by Godbout and Son",,0.260
W. H. Boswell,W H Boswell,,,,,,,,,,,0.000
